Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gef�hlte Temperatur (°C);Regen (mm)
11.09.2018 16:00;929;421;508;Leicht bewoelkt;27;29;0
11.09.2018 17:00;1008;486;522;Sonnig;27;28;0
11.09.2018 18:00;901;386;515;Sonnig;26;28;0
11.09.2018 19:00;722;327;395;Sonnig;25;27;0
11.09.2018 20:00;463;196;267;Sonnig;24;27;0
11.09.2018 21:00;316;142;174;Sonnig;22;26;0
11.09.2018 22:00;192;82;110;Sonnig;21;21;0
11.09.2018 23:00;120;42;78;Sonnig;20;20;0
12.09.2018 00:00;66;26;40;Sonnig;19;19;0
12.09.2018 01:00;27;7;20;Sonnig;18;18;0
12.09.2018 02:00;12;2;10;Sonnig;18;18;0
12.09.2018 03:00;5;2;3;Sonnig;17;17;0
12.09.2018 04:00;4;2;2;Sonnig;17;17;0
12.09.2018 05:00;46;23;23;Sonnig;17;17;0
12.09.2018 06:00;153;94;59;Sonnig;17;17;0
12.09.2018 07:00;1179;702;477;Sonnig;19;19;0
12.09.2018 08:00;677;360;317;Sonnig;20;20;0
12.09.2018 09:00;523;277;246;Sonnig;22;22;0
12.09.2018 10:00;446;261;185;Sonnig;23;24;0
12.09.2018 11:00;568;310;258;Leicht bewoelkt;24;25;0
12.09.2018 12:00;731;265;466;Leicht bewoelkt;25;27;0
12.09.2018 13:00;1063;428;635;Leicht bewoelkt;26;27;0
12.09.2018 14:00;677;316;361;Leicht bewoelkt;26;27;0
12.09.2018 15:00;917;423;494;Leicht bewoelkt;27;28;0
12.09.2018 16:00;866;425;441;Leicht bewoelkt;26;28;0
12.09.2018 17:00;1017;472;545;Leicht bewoelkt;26;28;0
12.09.2018 18:00;906;417;489;Leicht bewoelkt;25;28;0
12.09.2018 19:00;678;312;366;Leicht bewoelkt;24;27;0
12.09.2018 20:00;497;202;295;Stellenweise Gewitter und Niederschlaege;23;26;0
12.09.2018 21:00;315;132;183;Stellenweise Gewitter und Niederschlaege;22;25;1
12.09.2018 22:00;252;91;161;Stellenweise Gewitter und Niederschlaege;21;21;1
12.09.2018 23:00;145;50;95;Maessiger bis starker Regenschauer;19;19;1
13.09.2018 00:00;77;20;57;Maessiger bis starker Regenschauer;18;18;1
13.09.2018 01:00;55;21;34;Maessiger bis starker Regenschauer;17;17;1
13.09.2018 02:00;18;9;9;Maessiger bis starker Regenschauer;16;16;1
13.09.2018 03:00;10;5;5;Maessiger bis starker Regenschauer;16;16;0
13.09.2018 04:00;5;2;3;Maessiger bis starker Regenschauer;16;16;0
13.09.2018 05:00;31;15;16;Teilweise maessiger Regenfall;16;16;0
13.09.2018 06:00;154;93;61;Teilweise maessiger Regenfall;16;16;0
13.09.2018 07:00;1029;632;397;Teilweise maessiger Regenfall;17;17;0
13.09.2018 08:00;657;339;318;Teilweise maessiger Regenfall;19;19;0
13.09.2018 09:00;506;301;205;Teilweise maessiger Regenfall;20;20;0
13.09.2018 10:00;395;206;189;Teilweise maessiger Regenfall;22;22;0
13.09.2018 11:00;481;260;221;Leicht bewoelkt;23;25;0
13.09.2018 12:00;628;257;371;Leicht bewoelkt;24;26;0
13.09.2018 13:00;921;355;566;Leicht bewoelkt;25;26;0
13.09.2018 14:00;644;322;322;Leicht bewoelkt;25;26;0
13.09.2018 15:00;824;405;419;Leicht bewoelkt;25;26;0
13.09.2018 16:00;836;412;424;Leicht bewoelkt;24;26;0
13.09.2018 17:00;911;364;547;Stellenweiser Regenfall;23;25;0
13.09.2018 18:00;621;283;338;Stellenweiser Regenfall;22;22;0
13.09.2018 19:00;395;172;223;Stellenweiser Regenfall;20;20;0
13.09.2018 20:00;306;150;156;Leichter Regenschauer;19;19;0
13.09.2018 21:00;149;57;92;Leichter Regenschauer;18;18;1
13.09.2018 22:00;144;60;84;Leichter Regenschauer;18;18;1
13.09.2018 23:00;85;28;57;Leichter Regenschauer;17;17;1
14.09.2018 00:00;51;19;32;Leichter Regenschauer;17;17;1
14.09.2018 01:00;25;7;18;Leichter Regenschauer;16;16;0
14.09.2018 02:00;6;2;4;Leichter Regenschauer;16;16;0
14.09.2018 03:00;5;2;3;Leichter Regenschauer;16;16;0
14.09.2018 04:00;11;7;4;Leichter Regenschauer;16;16;0
14.09.2018 05:00;39;23;16;Leichter Regenschauer;16;16;0
14.09.2018 06:00;133;75;58;Leichter Regenschauer;16;16;0
14.09.2018 07:00;815;473;342;Leichter Regenschauer;16;16;0
14.09.2018 08:00;581;316;265;Leichter Regenschauer;17;17;0
14.09.2018 09:00;560;387;173;Leichter Regenschauer;17;17;0
14.09.2018 10:00;470;244;226;Leichter Regenschauer;18;18;0
14.09.2018 11:00;496;248;248;Leichter Regenschauer;19;19;0
14.09.2018 12:00;614;301;313;Leichter Regenschauer;20;20;0
14.09.2018 13:00;946;369;577;Leichter Regenschauer;21;21;0
14.09.2018 14:00;700;339;361;Stellenweiser Regenfall;21;21;0
14.09.2018 15:00;704;356;348;Stellenweiser Regenfall;22;25;0
14.09.2018 16:00;665;314;351;Stellenweiser Regenfall;21;21;0
14.09.2018 17:00;720;287;433;Stellenweiser Regenfall;20;20;0
14.09.2018 18:00;692;302;390;Stellenweiser Regenfall;20;20;0
14.09.2018 19:00;495;232;263;Stellenweiser Regenfall;18;18;0
14.09.2018 20:00;415;178;237;Stellenweiser Regenfall;17;17;0
14.09.2018 21:00;239;123;116;Stellenweiser Regenfall;16;16;0
14.09.2018 22:00;205;91;114;Stellenweiser Regenfall;15;15;0
14.09.2018 23:00;171;73;98;Stellenweiser Regenfall;15;15;0
15.09.2018 00:00;308;137;171;Stellenweiser Regenfall;15;15;0
15.09.2018 01:00;92;26;66;Stellenweiser Regenfall;15;15;0
15.09.2018 02:00;57;18;39;Stellenweiser Regenfall;14;15;0
15.09.2018 03:00;32;13;19;Stellenweiser Regenfall;14;15;0
15.09.2018 04:00;24;12;12;Stellenweiser Regenfall;14;15;0
15.09.2018 05:00;24;16;8;Leichter Regenschauer;14;15;0
15.09.2018 06:00;50;24;26;Leichter Regenschauer;14;15;0
15.09.2018 07:00;73;46;27;Leichter Regenschauer;15;15;0
15.09.2018 08:00;102;59;43;Bedeckt;15;15;0
15.09.2018 09:00;381;231;150;Bedeckt;16;16;0
15.09.2018 10:00;526;263;263;Bedeckt;17;17;0
15.09.2018 11:00;541;278;263;Stellenweiser Regenfall;18;18;0
15.09.2018 12:00;582;315;267;Stellenweiser Regenfall;19;19;0
15.09.2018 13:00;601;312;289;Stellenweiser Regenfall;20;20;0
15.09.2018 14:00;663;260;403;Stellenweiser Regenfall;20;20;0
15.09.2018 15:00;662;339;323;Stellenweiser Regenfall;21;21;0
15.09.2018 16:00;664;350;314;Stellenweiser Regenfall;19;19;0
15.09.2018 17:00;625;288;337;Leicht bewoelkt;18;18;0
15.09.2018 18:00;527;253;274;Leicht bewoelkt;17;17;0
15.09.2018 19:00;500;234;266;Leicht bewoelkt;16;16;0
15.09.2018 20:00;336;149;187;Leicht bewoelkt;15;15;0
15.09.2018 21:00;280;105;175;Leicht bewoelkt;14;14;0
15.09.2018 22:00;226;79;147;Leicht bewoelkt;13;13;0
15.09.2018 23:00;191;68;123;Leicht bewoelkt;13;13;0
16.09.2018 00:00;117;41;76;Leicht bewoelkt;12;12;0
16.09.2018 01:00;130;39;91;Leicht bewoelkt;12;12;0
16.09.2018 02:00;66;15;51;Leicht bewoelkt;12;12;0
16.09.2018 03:00;44;12;32;Leicht bewoelkt;12;12;0
16.09.2018 04:00;41;14;27;Leicht bewoelkt;12;12;0
16.09.2018 05:00;19;13;6;Leicht bewoelkt;12;12;0
16.09.2018 06:00;35;17;18;Leicht bewoelkt;12;13;0
16.09.2018 07:00;40;22;18;Leicht bewoelkt;14;14;0
16.09.2018 08:00;92;42;50;Leicht bewoelkt;16;16;0
16.09.2018 09:00;224;112;112;Leicht bewoelkt;18;18;0
16.09.2018 10:00;248;122;126;Leicht bewoelkt;19;19;0
16.09.2018 11:00;351;162;189;Leicht bewoelkt;21;21;0
16.09.2018 12:00;381;158;223;Leicht bewoelkt;23;24;0
16.09.2018 13:00;440;219;221;Leicht bewoelkt;24;25;0
16.09.2018 14:00;489;251;238;Leicht bewoelkt;24;25;0
16.09.2018 15:00;572;322;250;Leicht bewoelkt;25;26;0
16.09.2018 16:00;475;213;262;Leicht bewoelkt;24;26;0
16.09.2018 17:00;464;218;246;Leicht bewoelkt;24;26;0
16.09.2018 18:00;428;218;210;Leicht bewoelkt;23;26;0
16.09.2018 19:00;306;161;145;Leicht bewoelkt;22;22;0
16.09.2018 20:00;205;76;129;Leicht bewoelkt;21;21;0
16.09.2018 21:00;107;43;64;Leicht bewoelkt;20;20;0
16.09.2018 22:00;112;45;67;Leicht bewoelkt;19;19;0
16.09.2018 23:00;64;23;41;Leicht bewoelkt;18;18;0
17.09.2018 00:00;46;20;26;Leicht bewoelkt;17;17;0
17.09.2018 01:00;10;8;2;Leicht bewoelkt;16;17;0
17.09.2018 02:00;20;4;16;Leicht bewoelkt;16;16;0
17.09.2018 03:00;6;2;4;Leicht bewoelkt;15;16;0
17.09.2018 04:00;6;4;2;Leicht bewoelkt;15;16;0
17.09.2018 05:00;44;22;22;Leicht bewoelkt;15;16;0
17.09.2018 06:00;162;98;64;Leicht bewoelkt;15;15;0
17.09.2018 07:00;1028;655;373;Leicht bewoelkt;17;17;0
17.09.2018 08:00;716;382;334;Leicht bewoelkt;19;19;0
17.09.2018 09:00;528;335;193;Leicht bewoelkt;20;20;0
17.09.2018 10:00;384;181;203;Leicht bewoelkt;22;22;0
17.09.2018 11:00;469;203;266;Leicht bewoelkt;23;25;0
17.09.2018 12:00;536;273;263;Leicht bewoelkt;25;26;0
17.09.2018 13:00;853;341;512;Leicht bewoelkt;25;26;0
17.09.2018 14:00;638;304;334;Leicht bewoelkt;25;27;0
17.09.2018 15:00;1018;490;528;Leicht bewoelkt;26;27;0
17.09.2018 16:00;886;433;453;Leicht bewoelkt;25;26;0
17.09.2018 17:00;1046;428;618;Leicht bewoelkt;24;26;0
17.09.2018 18:00;874;390;484;Leicht bewoelkt;24;25;0
17.09.2018 19:00;632;267;365;Leicht bewoelkt;23;25;0
17.09.2018 20:00;431;170;261;Leicht bewoelkt;22;25;0
17.09.2018 21:00;266;125;141;Leicht bewoelkt;21;21;0
17.09.2018 22:00;171;79;92;Leicht bewoelkt;20;20;0
17.09.2018 23:00;95;34;61;Leicht bewoelkt;19;19;0
18.09.2018 00:00;58;14;44;Leicht bewoelkt;17;17;0
18.09.2018 01:00;27;11;16;Leicht bewoelkt;17;17;0
18.09.2018 02:00;14;6;8;Leicht bewoelkt;16;16;0
18.09.2018 03:00;5;4;1;Leicht bewoelkt;15;16;0
18.09.2018 04:00;5;4;1;Leicht bewoelkt;15;16;0
18.09.2018 05:00;36;20;16;Leicht bewoelkt;15;16;0
18.09.2018 06:00;173;113;60;Leicht bewoelkt;15;15;0
18.09.2018 07:00;1031;656;375;Leicht bewoelkt;17;17;0
18.09.2018 08:00;806;427;379;Leicht bewoelkt;18;18;0
18.09.2018 09:00;564;327;237;Leicht bewoelkt;20;20;0
18.09.2018 10:00;451;246;205;Leicht bewoelkt;21;21;0
18.09.2018 11:00;591;301;290;Leicht bewoelkt;23;24;0
18.09.2018 12:00;634;279;355;Leicht bewoelkt;24;25;0
18.09.2018 13:00;896;350;546;Leicht bewoelkt;24;26;0
18.09.2018 14:00;687;306;381;Leicht bewoelkt;24;26;0
18.09.2018 15:00;1006;457;549;Leicht bewoelkt;25;26;0
18.09.2018 16:00;852;414;438;Leicht bewoelkt;24;26;0
18.09.2018 17:00;1052;468;584;Leicht bewoelkt;24;25;0
18.09.2018 18:00;814;345;469;Leicht bewoelkt;23;25;0
18.09.2018 19:00;695;287;408;Leicht bewoelkt;22;25;0
18.09.2018 20:00;377;145;232;Leicht bewoelkt;21;21;0
18.09.2018 21:00;254;119;135;Leicht bewoelkt;21;21;0
18.09.2018 22:00;235;102;133;Leicht bewoelkt;19;19;0
18.09.2018 23:00;106;45;61;Leicht bewoelkt;18;18;0
19.09.2018 00:00;39;15;24;Leicht bewoelkt;17;17;0
19.09.2018 01:00;28;14;14;Leicht bewoelkt;16;16;0
19.09.2018 02:00;9;5;4;Leicht bewoelkt;15;16;0
19.09.2018 03:00;2;0;2;Leicht bewoelkt;15;15;0
19.09.2018 04:00;7;6;1;Leicht bewoelkt;15;15;0
19.09.2018 05:00;39;19;20;Leicht bewoelkt;15;15;0
19.09.2018 06:00;163;95;68;Leicht bewoelkt;15;15;0
19.09.2018 07:00;1069;645;424;Leicht bewoelkt;16;17;0
19.09.2018 08:00;739;423;316;Leicht bewoelkt;18;18;0
19.09.2018 09:00;610;374;236;Leicht bewoelkt;20;20;0
19.09.2018 10:00;395;191;204;Leicht bewoelkt;21;21;0
19.09.2018 11:00;491;240;251;Leicht bewoelkt;23;24;0
19.09.2018 12:00;612;272;340;Leicht bewoelkt;25;26;0
19.09.2018 13:00;1036;414;622;Leicht bewoelkt;25;27;0
19.09.2018 14:00;695;341;354;Leicht bewoelkt;26;27;0
19.09.2018 15:00;923;416;507;Leicht bewoelkt;27;28;0
19.09.2018 16:00;870;422;448;Leicht bewoelkt;27;28;0
19.09.2018 17:00;1054;466;588;Leicht bewoelkt;26;28;0
19.09.2018 18:00;896;385;511;Leicht bewoelkt;26;29;0
19.09.2018 19:00;699;352;347;Leicht bewoelkt;25;28;0
19.09.2018 20:00;496;198;298;Leicht bewoelkt;24;28;0
19.09.2018 21:00;299;114;185;Leicht bewoelkt;24;27;0
19.09.2018 22:00;237;105;132;Leicht bewoelkt;22;22;0
19.09.2018 23:00;159;53;106;Leicht bewoelkt;20;20;0
20.09.2018 00:00;81;23;58;Leicht bewoelkt;18;18;0
20.09.2018 01:00;53;14;39;Leicht bewoelkt;17;17;0
20.09.2018 02:00;13;6;7;Leicht bewoelkt;16;16;0
20.09.2018 03:00;6;3;3;Leicht bewoelkt;15;15;0
20.09.2018 04:00;9;5;4;Leicht bewoelkt;15;15;0
20.09.2018 05:00;37;24;13;Leicht bewoelkt;15;15;0
20.09.2018 06:00;155;89;66;Leicht bewoelkt;15;15;0
20.09.2018 07:00;1062;673;389;Leicht bewoelkt;17;17;0
20.09.2018 08:00;673;330;343;Leicht bewoelkt;18;18;0
20.09.2018 09:00;546;305;241;Leicht bewoelkt;20;20;0
20.09.2018 10:00;373;202;171;Leicht bewoelkt;22;22;0
20.09.2018 11:00;582;282;300;Leicht bewoelkt;23;25;0
20.09.2018 12:00;603;274;329;Leicht bewoelkt;25;26;0
20.09.2018 13:00;852;330;522;Leicht bewoelkt;26;27;0
20.09.2018 14:00;646;313;333;Leicht bewoelkt;26;27;0
20.09.2018 15:00;958;461;497;Leicht bewoelkt;27;28;0
20.09.2018 16:00;871;408;463;Leicht bewoelkt;26;28;0
20.09.2018 17:00;1072;465;607;Leicht bewoelkt;26;28;0
20.09.2018 18:00;834;374;460;Leicht bewoelkt;25;28;0
20.09.2018 19:00;665;282;383;Leicht bewoelkt;25;27;0
20.09.2018 20:00;407;185;222;Leicht bewoelkt;24;26;0
20.09.2018 21:00;307;119;188;Leicht bewoelkt;23;26;0
20.09.2018 22:00;261;104;157;Leicht bewoelkt;21;21;0
20.09.2018 23:00;122;45;77;Sonnig;20;20;0
21.09.2018 00:00;373;188;185;Sonnig;18;18;0
21.09.2018 01:00;51;19;32;Sonnig;17;17;0
21.09.2018 02:00;10;6;4;Leicht bewoelkt;17;17;0
21.09.2018 03:00;4;3;1;Leicht bewoelkt;16;16;0
21.09.2018 04:00;6;6;0;Leicht bewoelkt;16;16;0
21.09.2018 05:00;30;15;15;Leicht bewoelkt;16;16;0
21.09.2018 06:00;160;102;58;Leicht bewoelkt;16;16;0
21.09.2018 07:00;996;637;359;Leicht bewoelkt;18;18;0
21.09.2018 08:00;634;339;295;Leicht bewoelkt;19;19;0
21.09.2018 09:00;543;346;197;Leicht bewoelkt;21;21;0
21.09.2018 10:00;471;258;213;Leicht bewoelkt;22;23;0
21.09.2018 11:00;609;281;328;Leicht bewoelkt;24;25;0
21.09.2018 12:00;756;316;440;Leicht bewoelkt;25;26;0
21.09.2018 13:00;1031;371;660;Leicht bewoelkt;24;26;0
21.09.2018 14:00;669;314;355;Leicht bewoelkt;23;25;0
21.09.2018 15:00;650;310;340;Leicht bewoelkt;23;25;0
21.09.2018 16:00;638;301;337;Leicht bewoelkt;22;22;0
21.09.2018 17:00;602;284;318;Bewoelkt;20;20;0
21.09.2018 18:00;482;201;281;Bewoelkt;19;19;0
21.09.2018 19:00;481;221;260;Bewoelkt;18;18;0
21.09.2018 20:00;210;97;113;Bedeckt;17;17;1
21.09.2018 21:00;158;77;81;Bedeckt;16;16;1
21.09.2018 22:00;136;37;99;Bedeckt;15;15;1
21.09.2018 23:00;120;38;82;Maessiger Regenfall;14;14;2
22.09.2018 00:00;76;32;44;Maessiger Regenfall;14;14;2
22.09.2018 01:00;53;15;38;Maessiger Regenfall;13;13;2
22.09.2018 02:00;46;14;32;Teilweise maessiger Regenfall;12;12;1
22.09.2018 03:00;31;9;22;Teilweise maessiger Regenfall;11;11;1
22.09.2018 04:00;8;4;4;Teilweise maessiger Regenfall;11;11;0
22.09.2018 05:00;25;15;10;Stellenweiser Regenfall;11;11;0
22.09.2018 06:00;62;25;37;Stellenweiser Regenfall;11;11;0
22.09.2018 07:00;81;43;38;Stellenweiser Regenfall;12;12;0
22.09.2018 08:00;165;101;64;Stellenweiser Regenfall;12;13;0
22.09.2018 09:00;324;186;138;Stellenweiser Regenfall;13;13;0
22.09.2018 10:00;381;191;190;Stellenweiser Regenfall;14;15;0
22.09.2018 11:00;425;236;189;Leicht bewoelkt;16;16;0
22.09.2018 12:00;461;229;232;Leicht bewoelkt;17;17;0
22.09.2018 13:00;482;241;241;Leicht bewoelkt;17;17;0
22.09.2018 14:00;557;289;268;Leicht bewoelkt;18;18;0
22.09.2018 15:00;558;255;303;Leicht bewoelkt;18;18;0
22.09.2018 16:00;555;276;279;Leicht bewoelkt;17;17;0
22.09.2018 17:00;509;231;278;Leicht bewoelkt;17;17;0
22.09.2018 18:00;497;204;293;Leicht bewoelkt;16;16;0
22.09.2018 19:00;406;165;241;Leicht bewoelkt;15;15;0
22.09.2018 20:00;278;118;160;Leicht bewoelkt;15;15;0
22.09.2018 21:00;215;106;109;Leicht bewoelkt;14;14;0
22.09.2018 22:00;136;65;71;Leicht bewoelkt;14;14;0
22.09.2018 23:00;146;43;103;Nieselregen;14;14;0
23.09.2018 00:00;136;50;86;Nieselregen;14;14;0
23.09.2018 01:00;77;29;48;Nieselregen;14;14;0
23.09.2018 02:00;51;20;31;Bewoelkt;14;14;0
23.09.2018 03:00;56;18;38;Bewoelkt;15;14;0
23.09.2018 04:00;25;6;19;Bewoelkt;15;15;0
23.09.2018 05:00;29;6;23;Leichter Regenfall;16;15;0
23.09.2018 06:00;31;16;15;Leichter Regenfall;16;16;0
23.09.2018 07:00;36;22;14;Leichter Regenfall;17;17;0
23.09.2018 08:00;80;35;45;Bedeckt;17;17;0
23.09.2018 09:00;186;99;87;Bedeckt;18;18;0
23.09.2018 10:00;205;93;112;Bedeckt;19;19;0
23.09.2018 11:00;234;108;126;Stellenweiser Regenfall;20;20;0
23.09.2018 12:00;324;147;177;Stellenweiser Regenfall;21;21;0
23.09.2018 13:00;282;130;152;Stellenweiser Regenfall;22;24;0
23.09.2018 14:00;331;152;179;Leicht bewoelkt;23;25;0
23.09.2018 15:00;419;192;227;Leicht bewoelkt;24;26;0
23.09.2018 16:00;374;193;181;Leicht bewoelkt;24;26;0
23.09.2018 17:00;353;187;166;Leicht bewoelkt;23;26;0
23.09.2018 18:00;344;167;177;Leicht bewoelkt;23;26;0
23.09.2018 19:00;282;135;147;Leicht bewoelkt;22;22;1
23.09.2018 20:00;178;78;100;Leicht bewoelkt;21;21;2
23.09.2018 21:00;69;26;43;Leicht bewoelkt;20;20;3
23.09.2018 22:00;88;28;60;Leicht bewoelkt;18;18;4
23.09.2018 23:00;49;19;30;Starker Regenfall;16;15;5
24.09.2018 00:00;23;6;17;Starker Regenfall;14;13;6
24.09.2018 01:00;8;2;6;Starker Regenfall;13;11;4
24.09.2018 02:00;6;3;3;Starker Regenfall;11;10;3
24.09.2018 03:00;3;3;0;Starker Regenfall;10;8;2
24.09.2018 04:00;4;4;0;Starker Regenfall;10;8;2
24.09.2018 05:00;34;16;18;Leichter Regenschauer;9;8;1
24.09.2018 06:00;138;82;56;Leichter Regenschauer;9;8;0
24.09.2018 07:00;885;523;362;Leichter Regenschauer;9;8;0
24.09.2018 08:00;670;379;291;Leichter Regenschauer;10;8;0
24.09.2018 09:00;432;268;164;Leichter Regenschauer;10;9;0
24.09.2018 10:00;367;205;162;Leichter Regenschauer;11;10;0
24.09.2018 11:00;397;189;208;Stellenweiser Regenfall;11;11;0
24.09.2018 12:00;552;244;308;Stellenweiser Regenfall;12;12;0
24.09.2018 13:00;740;267;473;Stellenweiser Regenfall;13;12;0
24.09.2018 14:00;567;286;281;Stellenweiser Regenfall;13;13;0
24.09.2018 15:00;808;393;415;Stellenweiser Regenfall;14;13;0
24.09.2018 16:00;801;386;415;Stellenweiser Regenfall;13;12;0
24.09.2018 17:00;882;374;508;Leicht bewoelkt;12;12;0
24.09.2018 18:00;721;296;425;Leicht bewoelkt;11;11;0
24.09.2018 19:00;529;247;282;Leicht bewoelkt;10;9;0
24.09.2018 20:00;352;148;204;Leicht bewoelkt;9;8;0
24.09.2018 21:00;200;83;117;Leicht bewoelkt;8;6;0
24.09.2018 22:00;139;57;82;Leicht bewoelkt;7;6;0
24.09.2018 23:00;89;33;56;Leicht bewoelkt;7;5;0
25.09.2018 00:00;41;11;30;Leicht bewoelkt;6;4;0
25.09.2018 01:00;43;9;34;Leicht bewoelkt;6;4;0
25.09.2018 02:00;11;3;8;Bewoelkt;6;4;0
25.09.2018 03:00;6;5;1;Bewoelkt;6;4;0
25.09.2018 04:00;5;3;2;Bewoelkt;6;4;0
25.09.2018 05:00;31;20;11;Sonnig;6;3;0
25.09.2018 06:00;147;97;50;Sonnig;6;3;0
25.09.2018 07:00;887;543;344;Sonnig;7;4;0
25.09.2018 08:00;706;370;336;Sonnig;8;6;0
25.09.2018 09:00;516;318;198;Sonnig;9;7;0
25.09.2018 10:00;360;189;171;Sonnig;11;8;0
25.09.2018 11:00;479;250;229;Sonnig;12;10;0
25.09.2018 12:00;551;240;311;Sonnig;13;11;0
25.09.2018 13:00;830;319;511;Sonnig;13;11;0
25.09.2018 14:00;561;244;317;Sonnig;14;12;0
25.09.2018 15:00;862;390;472;Sonnig;14;12;0
25.09.2018 16:00;812;415;397;Sonnig;13;11;0
25.09.2018 17:00;952;438;514;Sonnig;12;9;0
25.09.2018 18:00;729;293;436;Sonnig;11;8;0
25.09.2018 19:00;579;288;291;Sonnig;10;7;0
25.09.2018 20:00;332;153;179;Sonnig;9;6;0
25.09.2018 21:00;212;82;130;Sonnig;8;5;0
25.09.2018 22:00;209;60;149;Sonnig;7;5;0
25.09.2018 23:00;97;37;60;Sonnig;7;5;0
26.09.2018 00:00;46;7;39;Sonnig;6;4;0
26.09.2018 01:00;34;15;19;Sonnig;6;4;0
26.09.2018 02:00;7;1;6;Sonnig;6;4;0
26.09.2018 03:00;9;6;3;Sonnig;5;4;0
26.09.2018 04:00;5;5;0;Sonnig;5;4;0
26.09.2018 05:00;40;21;19;Leicht bewoelkt;5;4;0
26.09.2018 06:00;140;75;65;Leicht bewoelkt;5;4;0
26.09.2018 07:00;946;500;446;Leicht bewoelkt;7;6;0
26.09.2018 08:00;721;423;298;Leicht bewoelkt;9;8;0
26.09.2018 09:00;507;307;200;Leicht bewoelkt;10;10;0
26.09.2018 10:00;329;154;175;Leicht bewoelkt;12;12;0
26.09.2018 11:00;422;196;226;Leicht bewoelkt;15;15;0
26.09.2018 12:00;612;284;328;Leicht bewoelkt;17;17;0
26.09.2018 13:00;903;375;528;Leicht bewoelkt;18;18;0
26.09.2018 14:00;587;263;324;Leicht bewoelkt;19;19;0
26.09.2018 15:00;755;327;428;Leicht bewoelkt;20;20;0
26.09.2018 16:00;786;364;422;Leicht bewoelkt;19;19;0
26.09.2018 17:00;902;361;541;Leicht bewoelkt;19;19;0
26.09.2018 18:00;743;324;419;Leicht bewoelkt;18;18;0
26.09.2018 19:00;575;247;328;Leicht bewoelkt;17;17;0
26.09.2018 20:00;381;202;179;Leicht bewoelkt;16;16;0
26.09.2018 21:00;245;109;136;Leicht bewoelkt;15;15;0
26.09.2018 22:00;232;103;129;Leicht bewoelkt;14;14;0
26.09.2018 23:00;117;55;62;Leicht bewoelkt;13;13;0
27.09.2018 00:00;82;28;54;Leicht bewoelkt;12;12;0
27.09.2018 01:00;51;7;44;Leicht bewoelkt;12;12;0
27.09.2018 02:00;24;9;15;Leicht bewoelkt;11;11;0
27.09.2018 03:00;4;2;2;Leicht bewoelkt;11;11;0
27.09.2018 04:00;6;6;0;Leicht bewoelkt;11;11;0
27.09.2018 05:00;32;21;11;Leicht bewoelkt;10;10;0
27.09.2018 06:00;125;69;56;Leicht bewoelkt;10;10;0
27.09.2018 07:00;865;518;347;Leicht bewoelkt;12;12;0
27.09.2018 08:00;651;359;292;Leicht bewoelkt;14;14;0
27.09.2018 09:00;483;311;172;Leicht bewoelkt;16;16;0
27.09.2018 10:00;347;188;159;Leicht bewoelkt;18;18;0
27.09.2018 11:00;453;204;249;Leicht bewoelkt;20;20;0
27.09.2018 12:00;571;237;334;Leicht bewoelkt;22;22;0
27.09.2018 13:00;771;310;461;Leicht bewoelkt;22;23;0
27.09.2018 14:00;596;309;287;Sonnig;23;24;0
27.09.2018 15:00;820;416;404;Sonnig;24;25;0
27.09.2018 16:00;866;420;446;Sonnig;23;25;0
27.09.2018 17:00;927;354;573;Sonnig;22;24;0
27.09.2018 18:00;921;389;532;Sonnig;21;21;0
27.09.2018 19:00;588;263;325;Sonnig;20;20;0
27.09.2018 20:00;429;217;212;Sonnig;19;19;0
27.09.2018 21:00;287;122;165;Sonnig;17;17;0
27.09.2018 22:00;217;100;117;Sonnig;16;16;0
27.09.2018 23:00;159;83;76;Sonnig;15;15;0
28.09.2018 00:00;55;9;46;Sonnig;14;15;0
28.09.2018 01:00;30;11;19;Sonnig;14;14;0
28.09.2018 02:00;18;13;5;Sonnig;13;14;0
28.09.2018 03:00;8;5;3;Sonnig;13;13;0
28.09.2018 04:00;7;6;1;Sonnig;12;13;0
28.09.2018 05:00;36;20;16;Sonnig;12;12;0
28.09.2018 06:00;123;68;55;Sonnig;12;12;0
28.09.2018 07:00;837;502;335;Sonnig;13;13;0
28.09.2018 08:00;620;357;263;Leicht bewoelkt;15;15;0
28.09.2018 09:00;523;320;203;Leicht bewoelkt;16;16;0
28.09.2018 10:00;454;265;189;Leicht bewoelkt;18;18;0
28.09.2018 11:00;583;233;350;Leicht bewoelkt;19;19;0
28.09.2018 12:00;724;329;395;Leicht bewoelkt;21;21;0
28.09.2018 13:00;882;402;480;Leicht bewoelkt;21;21;0
28.09.2018 14:00;663;334;329;Leicht bewoelkt;21;21;0
28.09.2018 15:00;792;421;371;Leicht bewoelkt;21;21;0
28.09.2018 16:00;767;379;388;Leicht bewoelkt;20;20;0
28.09.2018 17:00;802;371;431;Leicht bewoelkt;19;19;0
28.09.2018 18:00;710;315;395;Leicht bewoelkt;18;18;0
28.09.2018 19:00;504;211;293;Leicht bewoelkt;17;17;0
28.09.2018 20:00;346;152;194;Stellenweiser Regenfall;16;15;0
28.09.2018 21:00;184;94;90;Stellenweiser Regenfall;15;14;0
28.09.2018 22:00;194;65;129;Stellenweiser Regenfall;14;12;0
