Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gef�hlte Temperatur (°C);Regen (mm)
25.11.2018 01:00;152;64;88;Leicht bewoelkt;3;3;0
25.11.2018 02:00;65;27;38;Leicht bewoelkt;3;3;0
25.11.2018 03:00;58;15;43;Leicht bewoelkt;3;2;0
25.11.2018 04:00;29;13;16;Leicht bewoelkt;3;2;0
25.11.2018 05:00;16;9;7;Leicht bewoelkt;3;2;0
25.11.2018 06:00;18;12;6;Leicht bewoelkt;2;1;0
25.11.2018 07:00;34;16;18;Leicht bewoelkt;3;2;0
25.11.2018 08:00;50;27;23;Leicht bewoelkt;4;3;0
25.11.2018 09:00;136;93;43;Leicht bewoelkt;5;4;0
25.11.2018 10:00;117;61;56;Leicht bewoelkt;6;5;0
25.11.2018 11:00;184;84;100;Leicht bewoelkt;7;6;0
25.11.2018 12:00;160;68;92;Leicht bewoelkt;8;7;0
25.11.2018 13:00;260;129;131;Leicht bewoelkt;8;6;0
25.11.2018 14:00;261;130;131;Leicht bewoelkt;7;6;0
25.11.2018 15:00;246;116;130;Leicht bewoelkt;7;5;0
25.11.2018 16:00;325;180;145;Leicht bewoelkt;6;4;0
25.11.2018 17:00;252;122;130;Leicht bewoelkt;5;4;0
25.11.2018 18:00;231;104;127;Leicht bewoelkt;4;3;0
25.11.2018 19:00;216;87;129;Leicht bewoelkt;4;2;0
25.11.2018 20:00;139;60;79;Leichter Nebel;3;2;0
25.11.2018 21:00;109;58;51;Leichter Nebel;2;2;0
25.11.2018 22:00;106;40;66;Leichter Nebel;3;2;0
25.11.2018 23:00;64;23;41;Bedeckt;3;2;0
26.11.2018 00:00;33;14;19;Bedeckt;3;3;0
26.11.2018 01:00;17;5;12;Bedeckt;3;3;0
26.11.2018 02:00;7;2;5;Bedeckt;4;3;0
26.11.2018 03:00;1;1;0;Bedeckt;4;3;0
26.11.2018 04:00;12;11;1;Bedeckt;4;2;0
26.11.2018 05:00;36;21;15;Stellenweiser Regenfall;4;2;0
26.11.2018 06:00;133;83;50;Stellenweiser Regenfall;4;2;0
26.11.2018 07:00;857;537;320;Stellenweiser Regenfall;4;2;0
26.11.2018 08:00;601;346;255;Nieselregen;4;1;0
26.11.2018 09:00;572;374;198;Nieselregen;4;1;0
26.11.2018 10:00;323;182;141;Nieselregen;4;2;0
26.11.2018 11:00;460;213;247;Nieselregen;5;2;0
26.11.2018 12:00;494;221;273;Nieselregen;5;2;0
26.11.2018 13:00;714;307;407;Nieselregen;5;3;0
26.11.2018 14:00;455;217;238;Bedeckt;5;3;0
26.11.2018 15:00;725;328;397;Bedeckt;5;3;0
26.11.2018 16:00;648;308;340;Bedeckt;5;3;0
26.11.2018 17:00;792;361;431;Bedeckt;4;3;0
26.11.2018 18:00;618;278;340;Bedeckt;4;3;0
26.11.2018 19:00;578;272;306;Bedeckt;4;3;0
26.11.2018 20:00;389;196;193;Bedeckt;4;3;0
26.11.2018 21:00;192;74;118;Bedeckt;4;3;0
26.11.2018 22:00;245;92;153;Bedeckt;4;3;0
26.11.2018 23:00;111;45;66;Leichter Eisregen;4;3;0
27.11.2018 00:00;46;15;31;Leichter Eisregen;4;3;0
27.11.2018 01:00;19;9;10;Leichter Eisregen;3;3;0
27.11.2018 02:00;10;3;7;Bedeckt;3;2;0
27.11.2018 03:00;4;1;3;Bedeckt;3;2;0
27.11.2018 04:00;6;5;1;Bedeckt;3;2;0
27.11.2018 05:00;39;27;12;Starker Schneefall;3;2;0
27.11.2018 06:00;122;71;51;Starker Schneefall;3;2;0
27.11.2018 07:00;750;489;261;Starker Schneefall;3;2;0
27.11.2018 08:00;600;334;266;Leichter Schneefall;3;2;0
27.11.2018 09:00;589;366;223;Leichter Schneefall;3;3;0
27.11.2018 10:00;261;168;93;Leichter Schneefall;3;3;0
27.11.2018 11:00;428;205;223;Starker Schneefall;4;4;0
27.11.2018 12:00;430;187;243;Starker Schneefall;4;4;0
27.11.2018 13:00;572;237;335;Starker Schneefall;4;4;0
27.11.2018 14:00;346;165;181;Leichter Eisregen;4;4;0
27.11.2018 15:00;717;360;357;Leichter Eisregen;4;4;0
27.11.2018 16:00;603;280;323;Leichter Eisregen;4;4;0
27.11.2018 17:00;772;329;443;Leichter Eisregen;4;4;0
27.11.2018 18:00;591;256;335;Leichter Eisregen;3;3;0
27.11.2018 19:00;536;246;290;Leichter Eisregen;3;3;0
27.11.2018 20:00;330;158;172;Leichter Eisregen;2;2;0
27.11.2018 21:00;226;108;118;Leichter Eisregen;2;2;0
27.11.2018 22:00;221;70;151;Leichter Eisregen;1;1;0
27.11.2018 23:00;122;49;73;Leichter Nebel;1;1;0
28.11.2018 00:00;71;33;38;Leichter Nebel;0;0;0
28.11.2018 01:00;33;12;21;Leichter Nebel;1;1;0
28.11.2018 02:00;3;1;2;Stellenweise leichter Schneefall;1;1;0
28.11.2018 03:00;4;1;3;Stellenweise leichter Schneefall;1;1;0
28.11.2018 04:00;8;5;3;Stellenweise leichter Schneefall;1;1;0
28.11.2018 05:00;34;22;12;Leichter Nebel;1;1;0
28.11.2018 06:00;133;73;60;Leichter Nebel;1;1;0
28.11.2018 07:00;882;623;259;Leichter Nebel;2;1;0
28.11.2018 08:00;635;380;255;Leicht bewoelkt;3;2;0
28.11.2018 09:00;610;383;227;Leicht bewoelkt;3;3;0
28.11.2018 10:00;329;183;146;Leicht bewoelkt;4;4;0
28.11.2018 11:00;480;205;275;Leicht bewoelkt;5;5;0
28.11.2018 12:00;496;223;273;Leicht bewoelkt;6;6;0
28.11.2018 13:00;747;357;390;Leicht bewoelkt;6;6;0
28.11.2018 14:00;485;239;246;Bewoelkt;6;6;0
28.11.2018 15:00;700;297;403;Bewoelkt;7;6;0
28.11.2018 16:00;674;304;370;Bewoelkt;6;6;0
28.11.2018 17:00;835;347;488;Leicht bewoelkt;6;5;0
28.11.2018 18:00;666;275;391;Leicht bewoelkt;5;5;0
28.11.2018 19:00;568;232;336;Leicht bewoelkt;4;4;0
28.11.2018 20:00;417;227;190;Leicht bewoelkt;3;3;0
28.11.2018 21:00;238;114;124;Leicht bewoelkt;2;2;0
28.11.2018 22:00;222;82;140;Leicht bewoelkt;2;2;0
28.11.2018 23:00;156;61;95;Leicht bewoelkt;3;3;0
29.11.2018 00:00;80;19;61;Leicht bewoelkt;3;3;0
29.11.2018 01:00;26;9;17;Leicht bewoelkt;3;3;0
29.11.2018 02:00;16;7;9;Leicht bewoelkt;4;4;0
29.11.2018 03:00;12;9;3;Leicht bewoelkt;4;4;0
29.11.2018 04:00;8;6;2;Leicht bewoelkt;4;4;0
29.11.2018 05:00;31;23;8;Leicht bewoelkt;4;4;0
29.11.2018 06:00;126;70;56;Leicht bewoelkt;4;4;0
29.11.2018 07:00;886;561;325;Leicht bewoelkt;5;4;0
29.11.2018 08:00;621;365;256;Leicht bewoelkt;5;5;0
29.11.2018 09:00;613;413;200;Leicht bewoelkt;6;6;0
29.11.2018 10:00;312;178;134;Leicht bewoelkt;7;7;0
29.11.2018 11:00;499;249;250;Leicht bewoelkt;8;8;0
29.11.2018 12:00;561;227;334;Leicht bewoelkt;10;9;0
29.11.2018 13:00;767;342;425;Leicht bewoelkt;10;9;0
29.11.2018 14:00;476;231;245;Leicht bewoelkt;10;9;0
29.11.2018 15:00;798;368;430;Leicht bewoelkt;10;9;0
29.11.2018 16:00;702;343;359;Leicht bewoelkt;9;9;0
29.11.2018 17:00;814;361;453;Leicht bewoelkt;9;9;0
29.11.2018 18:00;692;346;346;Leicht bewoelkt;8;8;0
29.11.2018 19:00;543;262;281;Leicht bewoelkt;8;8;0
29.11.2018 20:00;378;160;218;Leicht bewoelkt;8;7;0
29.11.2018 21:00;327;116;211;Leicht bewoelkt;7;7;0
29.11.2018 22:00;250;91;159;Leicht bewoelkt;7;7;0
29.11.2018 23:00;143;47;96;Leicht bewoelkt;6;6;0
30.11.2018 00:00;72;22;50;Leicht bewoelkt;6;6;0
30.11.2018 01:00;55;9;46;Leicht bewoelkt;6;5;0
30.11.2018 02:00;24;7;17;Leicht bewoelkt;6;5;0
30.11.2018 03:00;13;5;8;Leicht bewoelkt;6;5;0
30.11.2018 04:00;4;3;1;Leicht bewoelkt;6;5;0
30.11.2018 05:00;33;22;11;Leicht bewoelkt;6;5;0
30.11.2018 06:00;130;67;63;Leicht bewoelkt;6;5;0
30.11.2018 07:00;809;512;297;Leicht bewoelkt;6;5;0
30.11.2018 08:00;533;314;219;Leicht bewoelkt;7;6;0
30.11.2018 09:00;527;344;183;Leicht bewoelkt;7;6;0
30.11.2018 10:00;350;206;144;Leicht bewoelkt;8;7;0
30.11.2018 11:00;476;218;258;Leicht bewoelkt;8;7;0
30.11.2018 12:00;629;286;343;Leicht bewoelkt;9;7;0
30.11.2018 13:00;776;296;480;Leicht bewoelkt;8;7;0
30.11.2018 14:00;512;246;266;Nieselregen;8;6;0
30.11.2018 15:00;510;221;289;Nieselregen;7;6;0
30.11.2018 16:00;513;245;268;Nieselregen;7;6;0
30.11.2018 17:00;448;204;244;Leichter Regenfall;6;5;0
30.11.2018 18:00;434;201;233;Leichter Regenfall;6;5;0
30.11.2018 19:00;364;181;183;Leichter Regenfall;6;5;0
30.11.2018 20:00;247;137;110;Bedeckt;6;4;0
30.11.2018 21:00;166;73;93;Bedeckt;6;4;0
30.11.2018 22:00;165;73;92;Bedeckt;6;4;0
30.11.2018 23:00;142;37;105;Leichter Regenfall;5;4;0
01.12.2018 00:00;113;27;86;Leichter Regenfall;5;3;0
01.12.2018 01:00;70;16;54;Leichter Regenfall;5;3;0
01.12.2018 02:00;57;9;48;Bewoelkt;5;3;0
01.12.2018 03:00;41;11;30;Bewoelkt;5;4;0
01.12.2018 04:00;22;8;14;Bewoelkt;5;4;0
01.12.2018 05:00;17;12;5;Stellenweiser Regenfall;5;4;0
01.12.2018 06:00;37;21;16;Stellenweiser Regenfall;5;4;0
01.12.2018 07:00;55;31;24;Stellenweiser Regenfall;6;5;0
01.12.2018 08:00;164;94;70;Leicht bewoelkt;6;5;0
01.12.2018 09:00;263;185;78;Leicht bewoelkt;6;6;0
01.12.2018 10:00;362;220;142;Leicht bewoelkt;7;6;0
01.12.2018 11:00;444;243;201;Leicht bewoelkt;7;7;0
01.12.2018 12:00;484;234;250;Leicht bewoelkt;8;7;0
01.12.2018 13:00;460;231;229;Leicht bewoelkt;8;7;0
01.12.2018 14:00;481;204;277;Leicht bewoelkt;7;7;0
01.12.2018 15:00;438;228;210;Leicht bewoelkt;7;7;0
01.12.2018 16:00;416;199;217;Leicht bewoelkt;7;6;0
01.12.2018 17:00;452;220;232;Leicht bewoelkt;6;5;0
01.12.2018 18:00;362;205;157;Leicht bewoelkt;5;5;0
01.12.2018 19:00;323;179;144;Leicht bewoelkt;5;4;0
01.12.2018 20:00;210;80;130;Leicht bewoelkt;4;3;0
01.12.2018 21:00;243;97;146;Leicht bewoelkt;3;3;0
01.12.2018 22:00;219;63;156;Leicht bewoelkt;4;3;0
01.12.2018 23:00;169;54;115;Leicht bewoelkt;4;3;0
02.12.2018 00:00;148;50;98;Leicht bewoelkt;4;4;0
02.12.2018 01:00;110;36;74;Leicht bewoelkt;5;4;0
02.12.2018 02:00;71;30;41;Bewoelkt;5;4;0
02.12.2018 03:00;57;20;37;Bewoelkt;6;5;0
02.12.2018 04:00;32;8;24;Bewoelkt;6;4;0
02.12.2018 05:00;28;10;18;Leicht bewoelkt;5;4;0
02.12.2018 06:00;18;6;12;Leicht bewoelkt;5;4;0
02.12.2018 07:00;38;16;22;Leicht bewoelkt;5;3;0
02.12.2018 08:00;38;18;20;Nieselregen;5;3;1
02.12.2018 09:00;115;69;46;Nieselregen;6;3;1
02.12.2018 10:00;95;65;30;Nieselregen;6;4;1
02.12.2018 11:00;104;54;50;Maessiger Regenfall;7;4;1
02.12.2018 12:00;126;71;55;Maessiger Regenfall;7;5;1
02.12.2018 13:00;135;72;63;Maessiger Regenfall;8;5;1
02.12.2018 14:00;175;80;95;Bedeckt;8;6;1
02.12.2018 15:00;164;71;93;Bedeckt;9;6;1
02.12.2018 16:00;200;102;98;Bedeckt;8;6;1
02.12.2018 17:00;224;100;124;Maessiger Regenfall;8;6;1
02.12.2018 18:00;160;77;83;Maessiger Regenfall;7;6;1
02.12.2018 19:00;149;78;71;Maessiger Regenfall;6;5;1
02.12.2018 20:00;137;53;84;Maessiger bis starker Regen mit Gewitter;5;5;1
02.12.2018 21:00;77;22;55;Maessiger bis starker Regen mit Gewitter;4;4;1
02.12.2018 22:00;82;37;45;Maessiger bis starker Regen mit Gewitter;6;5;1
02.12.2018 23:00;38;18;20;Maessiger bis starker Regenschauer;7;6;0
03.12.2018 00:00;17;4;13;Maessiger bis starker Regenschauer;9;7;0
03.12.2018 01:00;11;1;10;Maessiger bis starker Regenschauer;9;8;1
03.12.2018 02:00;8;5;3;Stellenweise Gewitter und Niederschlaege;10;8;1
03.12.2018 03:00;5;4;1;Stellenweise Gewitter und Niederschlaege;11;9;2
03.12.2018 04:00;8;3;5;Stellenweise Gewitter und Niederschlaege;11;9;2
03.12.2018 05:00;36;23;13;Maessiger bis starker Regen mit Gewitter;11;9;1
03.12.2018 06:00;124;74;50;Maessiger bis starker Regen mit Gewitter;11;9;1
03.12.2018 07:00;769;527;242;Maessiger bis starker Regen mit Gewitter;11;9;1
03.12.2018 08:00;541;297;244;Stellenweise Gewitter und Niederschlaege;11;9;1
03.12.2018 09:00;560;359;201;Stellenweise Gewitter und Niederschlaege;12;9;1
03.12.2018 10:00;343;204;139;Stellenweise Gewitter und Niederschlaege;12;10;1
03.12.2018 11:00;413;179;234;Maessiger bis starker Regenschauer;12;10;1
03.12.2018 12:00;479;226;253;Maessiger bis starker Regenschauer;12;10;1
03.12.2018 13:00;697;298;399;Maessiger bis starker Regenschauer;12;10;1
03.12.2018 14:00;457;227;230;Leichter Regenschauer;12;10;1
03.12.2018 15:00;716;326;390;Leichter Regenschauer;12;10;1
03.12.2018 16:00;546;252;294;Leichter Regenschauer;12;10;1
03.12.2018 17:00;741;342;399;Maessiger bis starker Regen mit Gewitter;12;10;0
03.12.2018 18:00;586;279;307;Maessiger bis starker Regen mit Gewitter;12;10;0
03.12.2018 19:00;513;205;308;Maessiger bis starker Regen mit Gewitter;12;10;1
03.12.2018 20:00;266;96;170;Stellenweise Gewitter und Niederschlaege;12;9;1
03.12.2018 21:00;204;77;127;Stellenweise Gewitter und Niederschlaege;12;9;2
03.12.2018 22:00;141;58;83;Stellenweise Gewitter und Niederschlaege;11;9;1
03.12.2018 23:00;89;29;60;Maessiger bis starker Regen mit Gewitter;11;9;1
04.12.2018 00:00;42;23;19;Maessiger bis starker Regen mit Gewitter;11;8;1
04.12.2018 01:00;11;4;7;Maessiger bis starker Regen mit Gewitter;11;8;1
04.12.2018 02:00;14;6;8;Leicht bewoelkt;10;7;0
04.12.2018 03:00;0;0;0;Leicht bewoelkt;10;7;0
04.12.2018 04:00;4;3;1;Leicht bewoelkt;9;7;0
04.12.2018 05:00;46;30;16;Leichter Regenschauer;9;6;1
04.12.2018 06:00;103;66;37;Leichter Regenschauer;9;6;1
04.12.2018 07:00;775;507;268;Leichter Regenschauer;9;6;1
04.12.2018 08:00;635;355;280;Stellenweiser Regenfall;9;6;1
04.12.2018 09:00;752;490;262;Stellenweiser Regenfall;9;6;0
04.12.2018 10:00;467;295;172;Stellenweiser Regenfall;9;6;0
04.12.2018 11:00;500;229;271;Leichter Regenschauer;9;7;0
04.12.2018 12:00;471;188;283;Leichter Regenschauer;10;7;0
04.12.2018 13:00;690;291;399;Leichter Regenschauer;10;7;0
04.12.2018 14:00;432;210;222;Leichter Regenschauer;10;7;0
04.12.2018 15:00;707;297;410;Leichter Regenschauer;10;7;1
04.12.2018 16:00;573;277;296;Leichter Regenschauer;9;7;1
04.12.2018 17:00;654;273;381;Maessiger bis starker Regenschauer;9;7;1
04.12.2018 18:00;559;257;302;Maessiger bis starker Regenschauer;8;7;1
04.12.2018 19:00;511;229;282;Maessiger bis starker Regenschauer;8;7;1
04.12.2018 20:00;303;123;180;Maessiger bis starker Regenschauer;8;7;1
04.12.2018 21:00;223;80;143;Maessiger bis starker Regenschauer;7;7;1
04.12.2018 22:00;216;72;144;Maessiger bis starker Regenschauer;7;7;1
04.12.2018 23:00;107;34;73;Leichter Regenfall;7;7;0
05.12.2018 00:00;55;18;37;Leichter Regenfall;7;7;0
05.12.2018 01:00;18;9;9;Leichter Regenfall;6;6;0
05.12.2018 02:00;13;4;9;Stellenweiser leichter Regenfall;6;6;0
05.12.2018 03:00;8;5;3;Stellenweiser leichter Regenfall;6;6;0
05.12.2018 04:00;5;3;2;Stellenweiser leichter Regenfall;5;5;0
05.12.2018 05:00;47;26;21;Bewoelkt;5;5;0
05.12.2018 06:00;109;62;47;Bewoelkt;5;5;0
05.12.2018 07:00;913;603;310;Bewoelkt;6;6;0
05.12.2018 08:00;637;372;265;Bedeckt;6;6;0
05.12.2018 09:00;629;402;227;Bedeckt;7;7;0
05.12.2018 10:00;332;192;140;Bedeckt;8;8;0
05.12.2018 11:00;472;209;263;Stellenweiser Regenfall;9;9;0
05.12.2018 12:00;492;217;275;Stellenweiser Regenfall;10;10;0
05.12.2018 13:00;795;361;434;Stellenweiser Regenfall;10;10;0
05.12.2018 14:00;502;270;232;Stellenweiser Regenfall;10;10;0
05.12.2018 15:00;705;316;389;Stellenweiser Regenfall;10;10;0
05.12.2018 16:00;674;300;374;Stellenweiser Regenfall;9;9;0
05.12.2018 17:00;840;358;482;Leicht bewoelkt;9;9;0
05.12.2018 18:00;671;305;366;Leicht bewoelkt;8;8;0
05.12.2018 19:00;532;217;315;Leicht bewoelkt;7;7;0
05.12.2018 20:00;421;217;204;Bedeckt;6;6;0
05.12.2018 21:00;233;82;151;Bedeckt;5;5;0
05.12.2018 22:00;223;76;147;Bedeckt;6;5;0
05.12.2018 23:00;122;50;72;Bewoelkt;6;6;0
06.12.2018 00:00;88;34;54;Bewoelkt;7;6;0
06.12.2018 01:00;41;13;28;Bewoelkt;7;7;0
06.12.2018 02:00;30;27;3;Bedeckt;7;7;0
06.12.2018 03:00;12;5;7;Bedeckt;8;8;0
06.12.2018 04:00;7;3;4;Bedeckt;8;7;0
06.12.2018 05:00;32;24;8;Stellenweiser Nieselregen;7;6;0
06.12.2018 06:00;98;54;44;Stellenweiser Nieselregen;7;5;0
06.12.2018 07:00;850;565;285;Stellenweiser Nieselregen;8;5;0
06.12.2018 08:00;614;353;261;Bedeckt;8;5;0
06.12.2018 09:00;609;414;195;Bedeckt;8;6;0
06.12.2018 10:00;301;167;134;Bedeckt;9;6;0
06.12.2018 11:00;489;249;240;Leichter Regenfall;9;7;0
06.12.2018 12:00;496;201;295;Leichter Regenfall;10;8;1
06.12.2018 13:00;766;327;439;Leichter Regenfall;10;8;0
06.12.2018 14:00;443;216;227;Stellenweiser leichter Regenfall;10;9;0
06.12.2018 15:00;771;325;446;Stellenweiser leichter Regenfall;10;9;0
06.12.2018 16:00;707;318;389;Stellenweiser leichter Regenfall;10;8;0
06.12.2018 17:00;841;376;465;Bedeckt;9;8;0
06.12.2018 18:00;726;389;337;Bedeckt;8;7;0
06.12.2018 19:00;500;237;263;Bedeckt;8;6;0
06.12.2018 20:00;429;174;255;Bewoelkt;8;6;0
06.12.2018 21:00;321;114;207;Bewoelkt;7;6;0
06.12.2018 22:00;228;79;149;Bewoelkt;7;6;0
06.12.2018 23:00;142;43;99;Bewoelkt;7;6;0
07.12.2018 00:00;122;46;76;Bewoelkt;7;6;0
07.12.2018 01:00;54;25;29;Bewoelkt;8;6;0
07.12.2018 02:00;38;25;13;Bedeckt;8;6;0
07.12.2018 03:00;14;11;3;Bedeckt;9;7;0
07.12.2018 04:00;21;20;1;Bedeckt;9;7;0
07.12.2018 05:00;34;24;10;Bedeckt;9;7;0
07.12.2018 06:00;116;63;53;Bedeckt;9;8;0
07.12.2018 07:00;765;483;282;Bedeckt;10;8;0
07.12.2018 08:00;657;414;243;Bewoelkt;10;8;0
07.12.2018 09:00;574;361;213;Bewoelkt;10;8;0
07.12.2018 10:00;389;212;177;Bewoelkt;10;8;0
07.12.2018 11:00;473;238;235;Bedeckt;10;9;0
07.12.2018 12:00;638;283;355;Bedeckt;11;9;0
07.12.2018 13:00;803;330;473;Bedeckt;10;9;0
07.12.2018 14:00;598;287;311;Bewoelkt;10;9;0
07.12.2018 15:00;602;291;311;Bewoelkt;10;9;0
07.12.2018 16:00;683;292;391;Bewoelkt;10;8;0
07.12.2018 17:00;695;318;377;Leicht bewoelkt;9;8;0
07.12.2018 18:00;579;315;264;Leicht bewoelkt;9;7;0
07.12.2018 19:00;443;221;222;Leicht bewoelkt;8;7;0
07.12.2018 20:00;295;111;184;Leicht bewoelkt;7;6;0
07.12.2018 21:00;228;67;161;Leicht bewoelkt;6;6;1
07.12.2018 22:00;192;67;125;Leicht bewoelkt;6;5;1
07.12.2018 23:00;174;52;122;Maessiger Regenfall;6;4;1
08.12.2018 00:00;106;41;65;Maessiger Regenfall;7;3;1
08.12.2018 01:00;92;18;74;Maessiger Regenfall;6;3;1
08.12.2018 02:00;58;7;51;Maessiger Regenfall;6;2;1
08.12.2018 03:00;43;12;31;Maessiger Regenfall;6;1;0
08.12.2018 04:00;16;7;9;Maessiger Regenfall;6;1;0
08.12.2018 05:00;21;16;5;Leichter Regenschauer;6;1;0
08.12.2018 06:00;30;22;8;Leichter Regenschauer;6;1;0
08.12.2018 07:00;57;25;32;Leichter Regenschauer;6;1;0
08.12.2018 08:00;156;97;59;Leichter Regenschauer;6;1;0
08.12.2018 09:00;240;152;88;Leichter Regenschauer;6;1;0
08.12.2018 10:00;327;210;117;Leichter Regenschauer;6;2;0
08.12.2018 11:00;355;187;168;Stellenweiser Regenfall;6;2;0
08.12.2018 12:00;360;186;174;Stellenweiser Regenfall;7;2;0
08.12.2018 13:00;322;169;153;Stellenweiser Regenfall;7;2;0
08.12.2018 14:00;299;157;142;Bewoelkt;7;3;0
08.12.2018 15:00;281;142;139;Bewoelkt;7;3;0
08.12.2018 16:00;306;149;157;Bewoelkt;7;3;0
08.12.2018 17:00;319;145;174;Leichter Regenfall;7;3;0
08.12.2018 18:00;284;121;163;Leichter Regenfall;7;3;0
08.12.2018 19:00;220;99;121;Leichter Regenfall;7;3;0
08.12.2018 20:00;192;89;103;Bedeckt;6;4;0
08.12.2018 21:00;147;65;82;Bedeckt;5;4;0
08.12.2018 22:00;135;37;98;Bedeckt;6;4;0
08.12.2018 23:00;119;28;91;Leichter Regenfall;6;4;0
09.12.2018 00:00;111;36;75;Leichter Regenfall;7;5;0
09.12.2018 01:00;103;30;73;Leichter Regenfall;8;5;0
09.12.2018 02:00;49;19;30;Stellenweiser leichter Regenfall;8;5;0
09.12.2018 03:00;53;23;30;Stellenweiser leichter Regenfall;9;5;1
09.12.2018 04:00;9;4;5;Stellenweiser leichter Regenfall;9;5;1
09.12.2018 05:00;12;9;3;Stellenweiser leichter Regenfall;9;5;1
09.12.2018 06:00;11;9;2;Stellenweiser leichter Regenfall;9;5;1
09.12.2018 07:00;19;6;13;Stellenweiser leichter Regenfall;9;4;1
09.12.2018 08:00;23;12;11;Leichter Regenschauer;9;4;1
09.12.2018 09:00;95;53;42;Leichter Regenschauer;8;4;1
09.12.2018 10:00;119;72;47;Leichter Regenschauer;8;4;1
09.12.2018 11:00;158;80;78;Maessiger bis starker Regen mit Gewitter;8;4;1
09.12.2018 12:00;172;87;85;Maessiger bis starker Regen mit Gewitter;8;4;1
09.12.2018 13:00;190;101;89;Maessiger bis starker Regen mit Gewitter;8;3;1
09.12.2018 14:00;150;83;67;Maessiger bis starker Regen mit Gewitter;8;3;1
09.12.2018 15:00;189;99;90;Maessiger bis starker Regen mit Gewitter;8;3;1
09.12.2018 16:00;181;108;73;Maessiger bis starker Regen mit Gewitter;8;3;1
09.12.2018 17:00;177;97;80;Maessiger bis starker Regen mit Gewitter;7;3;1
09.12.2018 18:00;163;69;94;Maessiger bis starker Regen mit Gewitter;7;3;1
09.12.2018 19:00;153;74;79;Maessiger bis starker Regen mit Gewitter;7;3;1
09.12.2018 20:00;141;47;94;Maessiger bis starker Regen mit Gewitter;7;3;1
09.12.2018 21:00;72;27;45;Maessiger bis starker Regen mit Gewitter;7;3;1
09.12.2018 22:00;78;27;51;Maessiger bis starker Regen mit Gewitter;7;3;0
09.12.2018 23:00;37;15;22;Leichter Regenschauer;7;3;0
10.12.2018 00:00;16;9;7;Leichter Regenschauer;7;3;0
10.12.2018 01:00;16;4;12;Leichter Regenschauer;6;2;0
10.12.2018 02:00;8;4;4;Nieselregen;6;2;0
10.12.2018 03:00;5;1;4;Nieselregen;6;2;0
10.12.2018 04:00;5;3;2;Nieselregen;5;1;0
10.12.2018 05:00;32;22;10;Leichter Regenschauer;5;1;0
10.12.2018 06:00;129;82;47;Leichter Regenschauer;5;1;0
10.12.2018 07:00;766;471;295;Leichter Regenschauer;5;1;0
10.12.2018 08:00;560;312;248;Bewoelkt;5;1;0
10.12.2018 09:00;574;420;154;Bewoelkt;5;1;0
10.12.2018 10:00;329;199;130;Bewoelkt;5;1;0
10.12.2018 11:00;432;183;249;Leichter Regenschauer;5;1;0
10.12.2018 12:00;458;195;263;Leichter Regenschauer;6;2;0
10.12.2018 13:00;646;249;397;Leichter Regenschauer;5;2;0
10.12.2018 14:00;346;154;192;Stellenweiser Regenfall;5;2;0
10.12.2018 15:00;653;304;349;Stellenweiser Regenfall;5;2;0
10.12.2018 16:00;652;298;354;Stellenweiser Regenfall;5;1;0
10.12.2018 17:00;714;315;399;Leichter Regenschauer;5;1;0
10.12.2018 18:00;630;314;316;Leichter Regenschauer;4;0;0
10.12.2018 19:00;442;204;238;Leichter Regenschauer;4;0;0
10.12.2018 20:00;304;141;163;Bewoelkt;4;0;0
10.12.2018 21:00;247;83;164;Bewoelkt;4;-1;0
10.12.2018 22:00;162;65;97;Bewoelkt;3;-1;0
10.12.2018 23:00;115;36;79;Leichte Eisregen;3;-1;0
11.12.2018 00:00;42;16;26;Leichte Eisregen;3;-1;0
11.12.2018 01:00;17;6;11;Leichte Eisregen;3;-1;0
11.12.2018 02:00;4;2;2;Leichte Eisregen;2;-1;0
11.12.2018 03:00;5;2;3;Leichte Eisregen;2;-1;0
11.12.2018 04:00;11;7;4;Leichte Eisregen;2;-1;0
11.12.2018 05:00;34;28;6;Maessige bis starke Schneefaelle;1;-1;0
11.12.2018 06:00;121;75;46;Maessige bis starke Schneefaelle;1;-1;0
11.12.2018 07:00;828;552;276;Maessige bis starke Schneefaelle;1;-1;0
11.12.2018 08:00;663;372;291;Maessige bis starke Schneefaelle;2;-1;0
11.12.2018 09:00;598;358;240;Maessige bis starke Schneefaelle;2;-1;0
11.12.2018 10:00;326;192;134;Maessige bis starke Schneefaelle;2;0;0
11.12.2018 11:00;474;221;253;Maessige bis starke Schneefaelle;3;1;0
11.12.2018 12:00;483;220;263;Maessige bis starke Schneefaelle;3;1;0
11.12.2018 13:00;693;297;396;Maessige bis starke Schneefaelle;3;1;0
11.12.2018 14:00;473;204;269;Maessige bis starke Schneefaelle;3;1;0
11.12.2018 15:00;800;369;431;Maessige bis starke Schneefaelle;3;2;0
11.12.2018 16:00;676;316;360;Maessige bis starke Schneefaelle;3;1;0
11.12.2018 17:00;863;412;451;Maessige bis starke Schneefaelle;2;1;0
11.12.2018 18:00;662;312;350;Maessige bis starke Schneefaelle;2;0;0
11.12.2018 19:00;593;258;335;Maessige bis starke Schneefaelle;1;0;0
11.12.2018 20:00;410;175;235;Maessige bis starke Schneefaelle;1;-1;0
