lon;lat;count
9.2132111;47.747437;69
9.2127934;47.747345;33
9.2130356;47.747314;32
9.2129021;47.747623;7
9.2131443;47.747593;3
9.2127266;47.747498;64
9.2120237;47.747002;1512
9.212266;47.746971;1303
9.2118483;47.746876;10
9.2120905;47.746845;56
9.2119579;47.747154;197
9.2121992;47.747124;25
9.2117815;47.747032;1095
9.2143784;47.746857;49
9.2146206;47.746826;229
9.2142029;47.746735;17
9.2144451;47.746704;197
9.2143116;47.747013;80
9.2145538;47.746983;97
9.2141361;47.746887;4
9.2150383;47.746922;78
9.2152805;47.746891;75
9.2148628;47.746799;167
9.2151051;47.746769;93
9.2147961;47.746952;108
9.2140932;47.746456;64
9.2143354;47.746426;3
9.2139177;47.74633;1619
9.21416;47.7463;1012
9.2140274;47.746609;114
9.2142687;47.746578;111
9.213851;47.746487;618
9.2149954;47.74649;4
9.2145777;47.746395;2
9.2146864;47.746674;25
9.2149286;47.746643;55
9.2145109;47.746548;9
9.2140036;47.747196;80
9.2142458;47.747166;29
9.2138281;47.74707;25
9.2140703;47.74704;55
9.2139368;47.747349;2
9.2137613;47.747223;86
9.214488;47.747135;7
9.2135429;47.74667;58
9.2137852;47.746639;10
9.2134762;47.746822;1
9.2122192;47.748142;3
9.2124615;47.748112;4
9.2120438;47.74802;4
9.212285;47.74799;2
9.2121525;47.748295;5
9.2119341;47.747742;28
9.2121763;47.747711;15
9.2117586;47.747616;45
9.2120008;47.747585;71
9.2116919;47.747772;41
9.212594;47.747807;8
9.2124186;47.747681;8
9.2126608;47.74765;14
9.2125273;47.747959;5
9.2123518;47.747833;4
9.2120867;47.748451;5
9.2117777;47.748634;3
9.2120199;47.748604;4
9.2118015;47.748047;2
9.2113838;47.747955;3
9.2116261;47.747925;1
9.2114925;47.748234;2
9.2117348;47.748203;4
9.2140503;47.746025;2
9.2137423;47.746208;8
9.2139835;47.746178;330
9.2129488;47.746449;1
9.2134333;47.746391;185
9.2136755;47.746361;854
9.2133675;47.746544;1530
9.2136087;47.746513;1458
9.213191;47.746422;8
9.216362;47.745449;27
9.2166042;47.745419;3
9.216713;47.745697;1
9.2171974;47.745636;121
9.2174397;47.745605;60
9.2172642;47.745483;30
9.2171307;47.745789;32
9.2169552;47.745667;73
9.2162523;47.745171;31
9.2164946;47.74514;900
9.2163191;47.745014;2
9.2161865;47.745323;1345
9.2164278;47.745293;1339
9.2160101;47.745201;6
9.2169123;47.745235;12
9.2171545;47.745205;1
9.2167368;47.74511;1587
9.216979;47.745079;1179
9.21667;47.745266;344
9.2164049;47.74588;20
9.2160959;47.746063;52
9.2163382;47.746033;118
9.2168226;47.745975;4
9.2166471;47.74585;101
9.2168894;47.745819;103
9.2165804;47.746002;81
9.2158775;47.745506;1424
9.2161198;47.745476;655
9.2157021;47.745384;17
9.2159443;47.745354;414
9.2158117;47.745663;100
9.216053;47.745632;7
9.2156353;47.745537;1084
9.2180567;47.745239;134
9.2182989;47.745209;110
9.2179899;47.745392;14
9.2181892;47.74493;1
9.2177715;47.744839;27
9.2180138;47.744808;8
9.2181225;47.745087;54
9.2186069;47.745026;87
9.2188492;47.744995;8
9.2184315;47.744904;22
9.2186737;47.744873;123
9.2183647;47.745056;208
9.2176819;47.745579;1
9.2175722;47.7453;2
9.2178144;47.74527;85
9.2175055;47.745453;122
9.2177477;47.745422;97
9.2161436;47.744892;1
9.2157679;47.745228;1
9.2176619;47.74456;36
9.2179041;47.74453;763
9.2175961;47.744713;1440
9.2178373;47.744682;1402
9.2174196;47.744591;10
9.2168694;47.744801;5
9.2165613;47.744987;7
9.2168026;47.744957;93
9.2172871;47.744896;1416
9.2175293;47.744865;664
9.2171116;47.744774;126
9.2173538;47.744743;309
9.2172213;47.745052;132
9.2174625;47.745022;6
9.2170448;47.744926;1269
9.216073;47.746651;9
9.2163153;47.74662;8
9.2158976;47.746525;2
9.2160063;47.746803;70
9.2162485;47.746773;77
9.2158308;47.746677;14
9.216733;47.746716;80
9.2169752;47.746685;83
9.2167988;47.746559;1
9.2166662;47.746868;4
9.2169085;47.746838;4
9.2164907;47.746742;75
9.2157879;47.746246;46
9.2160301;47.746216;114
9.2158546;47.746094;1
9.2157211;47.746399;119
9.2159634;47.746372;57
9.2155457;47.746277;6
9.2162724;47.746189;49
9.2162056;47.746342;1
9.2156982;47.746986;1
9.2159405;47.746956;1
9.2155228;47.746864;67
9.215764;47.746834;73
9.215456;47.747017;1
9.2161827;47.746925;3
9.216424;47.746899;3
9.2154131;47.746586;133
9.2156553;47.746555;49
9.2152376;47.74646;25
9.2154799;47.746429;65
9.2153463;47.746738;26
9.2155886;47.746708;17
9.2151709;47.746613;145
9.2177677;47.746441;21
9.2180099;47.74641;22
9.217701;47.746593;4
9.2179432;47.746567;2
9.2175255;47.746471;31
9.2182512;47.74638;9
9.2184935;47.746353;4
9.2180758;47.746258;11
9.218318;47.746227;17
9.2172174;47.746655;52
9.2174587;47.746624;12
9.2171507;47.746807;1
9.217041;47.746529;7
9.2172832;47.746502;27
9.2148428;47.745781;199
9.215085;47.74575;790
9.214777;47.745934;1230
9.2150183;47.745903;920
9.2146006;47.745811;3
9.2155027;47.745846;33
9.215745;47.745815;3
9.2153273;47.74572;1235
9.2155695;47.745689;1034
9.2154369;47.745998;10
9.2152605;47.745876;285
9.2154598;47.745415;1
9.2151518;47.745598;5
9.2153931;47.745567;85
9.214468;47.746117;1423
9.2147102;47.746086;559
9.2142925;47.745995;25
9.2145348;47.745964;622
9.2144022;47.746273;111
9.2146435;47.746243;12
9.2142258;47.746147;1406
9.2151279;47.746181;4
9.2153702;47.746151;4
9.2149525;47.746059;46
9.2151947;47.746029;4
9.2150612;47.746338;1
9.2153034;47.746307;6
9.2148857;47.746212;1
9.2143583;47.745838;1
9.2098837;47.749306;3
9.2101259;47.749275;3
9.2095995;47.748901;1
9.2104349;47.749092;3
9.2106771;47.749062;3
9.2103682;47.749245;1
9.2101927;47.749119;1
9.2096424;47.749332;3
9.2093334;47.749516;3
9.2095757;47.749489;2
9.2114697;47.748817;5
9.2117119;47.748787;4
9.2112274;47.748848;4
9.2109184;47.749031;2
9.2094707;47.747604;2
9.2099543;47.747547;30
9.2101965;47.747517;256
9.2098885;47.7477;1446
9.2101297;47.747669;1383
9.209712;47.747578;7
9.2089195;47.747818;8
9.2091618;47.747791;16
9.2088537;47.747974;759
9.209095;47.747944;1365
9.2086773;47.747849;4
9.2095795;47.747883;1308
9.2098217;47.747856;388
9.209404;47.747761;104
9.2096462;47.74773;776
9.2095137;47.748039;22
9.2097549;47.748009;14
9.2093372;47.747913;1490
9.210989;47.747272;612
9.2112312;47.747246;1379
9.2108135;47.74715;4
9.2110558;47.74712;12
9.2109232;47.747429;1330
9.2111645;47.747398;528
9.2107468;47.747303;77
9.2116489;47.747337;11
9.2118912;47.747307;5
9.2114735;47.747215;1424
9.2117157;47.747185;1092
9.2115831;47.747494;1
9.2114067;47.747368;55
9.211606;47.746906;3
9.211298;47.747089;26
9.2115393;47.747059;196
9.2106142;47.747612;172
9.2108564;47.747581;26
9.2104387;47.747486;1108
9.210681;47.747456;1355
9.2105484;47.747765;1
9.210372;47.747643;869
9.2112741;47.747677;30
9.2115164;47.747646;48
9.2110987;47.747551;10
9.2113409;47.74752;4
9.2112074;47.747829;55
9.2114496;47.747799;40
9.2110319;47.747707;10
9.2102633;47.747364;1
9.2105055;47.747334;12
9.2088299;47.748558;2
9.2086544;47.748436;67
9.2088966;47.748405;67
9.2085876;47.748589;17
9.2094231;47.748779;1
9.2096653;47.748749;4
9.2085447;47.748158;1365
9.208787;47.748127;1512
9.2083693;47.748032;19
9.2086115;47.748005;81
9.2084789;47.74831;247
9.2087202;47.74828;38
9.2083025;47.748188;927
9.2092047;47.748222;48
9.2094469;47.748192;72
9.2090292;47.748096;605
9.2092714;47.748066;108
9.2091389;47.748375;49
9.2093801;47.748344;25
9.2089624;47.748253;38
9.2083883;47.74905;2
9.209115;47.748962;3
9.2093573;47.748932;3
9.2090483;47.749115;3
9.2081699;47.748493;84
9.2084122;47.748466;96
9.2079945;47.748371;1392
9.2082367;47.748341;1161
9.2081041;47.74865;51
9.2083454;47.748619;28
9.2079277;47.748524;192
9.2107;47.748474;1
9.2111845;47.748417;4
9.2114267;47.748386;3
9.2109423;47.748444;3
9.2102394;47.747948;42
9.2104816;47.747917;55
9.2100639;47.747826;65
9.2103062;47.747795;14
9.2101727;47.748104;45
9.2104149;47.748074;36
9.2099972;47.747978;38
9.2108994;47.748013;10
9.2111416;47.747982;5
9.2107239;47.74789;79
9.2109661;47.74786;83
9.2106571;47.748043;21
9.2101498;47.748688;1
9.210392;47.748657;4
9.210083;47.748844;3
9.2103252;47.748814;2
9.2099075;47.748718;2
9.2106342;47.748631;4
9.2108755;47.7486;1
9.2109852;47.748878;4
9.2098646;47.748287;6
9.2101068;47.748257;1
9.2096891;47.748161;79
9.2099314;47.748131;57
9.2096224;47.748318;14
9.2078848;47.748093;1
9.208127;47.748062;6
9.207819;47.748245;22
9.2080612;47.748215;99
9.2198839;47.744724;5
9.2194662;47.744629;90
9.2197084;47.744598;10
9.2195749;47.744907;6
9.2198172;47.744877;3
9.2193995;47.744781;2
9.219552;47.745491;83
9.2197943;47.745464;20
9.2194853;47.745647;195
9.2197275;47.745617;30
9.2193098;47.745522;1
9.2199697;47.745586;23
9.2190914;47.744965;4
9.2193327;47.744938;8
9.2199459;47.746174;10
9.2198801;47.746326;5
9.2191772;47.745831;36
9.2194195;47.7458;40
9.2191105;47.745983;30
9.2193527;47.745953;5
9.2198372;47.745895;39
9.2196608;47.74577;94
9.219903;47.745743;11
9.2197704;47.746048;20
9.219595;47.745926;33
9.2188025;47.746166;10
9.2190447;47.74614;3
9.218627;47.746044;16
9.2188683;47.746014;29
9.2185602;47.746197;23
9.2102089;47.742706;1
9.2104502;47.742676;1
9.2101421;47.742859;4
9.2103844;47.742832;3
9.2117939;47.742222;4
9.2122774;47.742161;3
9.2123442;47.742008;1
9.2122116;47.742313;2
9.2120352;47.742191;3
9.2112427;47.742432;2
9.2114849;47.742405;12
9.2111769;47.742588;4
9.2117271;47.742374;2
9.2094154;47.74295;1
9.2091074;47.743134;4
9.2093496;47.743103;4
9.2096577;47.74292;4
9.2098999;47.742889;3
9.2095919;47.743073;1
9.2087994;47.743317;1
9.2086229;47.743191;3
9.2088652;47.743164;4
9.2085571;47.743347;3
9.2106924;47.742645;4
9.2109346;47.742619;3
9.2106266;47.742802;1
9.2028999;47.74477;3
9.2031412;47.74474;3
9.2050352;47.744072;1
9.2052774;47.744041;4
9.2049685;47.744225;5
9.2052107;47.744194;1
9.2039337;47.744495;4
9.2041759;47.744469;3
9.2046604;47.744408;4
9.2049026;47.744377;2
9.2044849;47.744286;4
9.2047272;47.744255;1
9.2044182;47.744438;4
9.2020407;47.745167;3
9.2022829;47.745136;2
9.2025909;47.744953;4
9.2028332;47.744923;5
9.2023487;47.744984;3
9.2017984;47.745197;2
9.2014904;47.74538;6
9.2017317;47.74535;5
9.2034502;47.744556;3
9.2036924;47.744526;4
9.2033834;47.744709;3
9.2060699;47.743797;5
9.2063122;47.743767;4
9.2058277;47.743828;4
9.2065544;47.743736;4
9.2067957;47.74371;4
9.2055197;47.744011;2
9.2053432;47.743885;1
9.2055855;47.743858;4
9.2077646;47.743591;1
9.2075882;47.743465;2
9.2078304;47.743435;3
9.2075224;47.743618;2
9.2080727;47.743404;3
9.2083149;47.743378;9
9.2070379;47.743679;4
9.2072802;47.743649;4
9.2162514;47.71806;2
9.2154818;47.717716;6
9.215065;47.717621;6
9.2153063;47.71759;3
9.2158995;47.717812;6
9.2160759;47.717934;6
9.2156582;47.717838;5
9.219635;47.719246;6
9.2192173;47.719151;2
9.2194595;47.71912;7
9.2199869;47.719494;1
9.2198105;47.719368;5
9.2184486;47.718807;6
9.2186909;47.718781;3
9.2182732;47.718685;6
9.2186241;47.718933;1
9.2190418;47.719028;6
9.2192841;47.718998;2
9.2188663;47.718903;6
9.2180977;47.718559;2
9.2180309;47.718716;2
9.2176132;47.71862;1
9.2178555;47.71859;6
9.2126913;47.716747;3
9.2129335;47.716717;7
9.2125158;47.716621;6
9.2127581;47.716595;1
9.2132845;47.716965;6
9.2135267;47.716934;1
9.213109;47.716843;6
9.2123404;47.716499;6
9.2121649;47.716373;3
9.2113953;47.71603;6
9.2112198;47.715908;4
9.2142954;47.717278;6
9.2141199;47.717155;1
9.2144709;47.717403;6
9.2140541;47.717308;4
9.2148886;47.717499;6
9.2147131;47.717373;1
9.2146473;47.717525;3
9.2138777;47.717186;5
9.21346;47.717091;3
9.2137022;47.71706;6
9.2120981;47.71653;1
9.211154;47.716061;1
9.2117472;47.716282;6
9.2115717;47.716156;6
9.2119226;47.716404;6
9.2168446;47.718277;3
9.2170868;47.718246;3
9.2166691;47.718151;5
9.2169104;47.718124;3
9.21702;47.718403;1
9.2175045;47.718342;3
9.2174377;47.718494;3
9.21768;47.718464;3
9.2172623;47.718372;5
9.2164936;47.718029;6
9.2163172;47.717903;2
9.1948404;47.714569;1
9.1947746;47.714722;3
9.1950827;47.714539;3
9.1950159;47.714695;2
9.1952152;47.71423;3
9.1951485;47.714386;4
9.1947079;47.714878;3
9.1946411;47.715031;4
9.1957226;47.713585;1
9.1959648;47.713554;3
9.1956568;47.713741;4
9.1958981;47.713711;3
9.19559;47.713894;3
9.195282;47.714077;3
9.1955233;47.714046;2
9.1941338;47.715675;5
9.1942005;47.715523;2
9.194068;47.715832;2
9.1945086;47.71534;3
9.1945753;47.715183;4
9.1944427;47.715492;1
9.1942663;47.71537;2
9.193759;47.716015;3
9.1940012;47.715984;2
9.1938257;47.715858;1
9.1936932;47.716167;4
9.1972218;47.712234;3
9.197464;47.712204;2
9.197155;47.712391;4
9.1975965;47.711899;3
9.1978378;47.711868;2
9.1975298;47.712051;3
9.196847;47.712574;3
9.1970892;47.712543;2
9.1967802;47.712727;4
9.1983461;47.711224;2
9.1985874;47.711193;3
9.1982794;47.711376;4
9.1979713;47.711559;3
9.1982126;47.711529;2
9.1979046;47.711716;5
9.1964722;47.71291;2
9.1967144;47.712879;3
9.1964054;47.713066;4
9.1960974;47.713249;3
9.1963396;47.713219;2
9.1960306;47.713402;3
9.1928768;47.716995;3
9.192811;47.717152;4
9.192502;47.717335;3
9.1924362;47.717487;3
9.1933842;47.716351;3
9.1936264;47.71632;2
9.1933184;47.716507;3
9.1932516;47.71666;4
9.1929436;47.716843;2
9.1931849;47.716812;3
9.1919947;47.717979;3
9.1922369;47.717949;1
9.1919279;47.718132;4
9.1920614;47.717827;2
9.1917953;47.718441;3
9.1918621;47.718288;3
9.1915531;47.718472;2
9.1927443;47.717304;2
9.1923695;47.717644;3
9.1923027;47.717796;3
9.2063217;47.713448;6
9.2061462;47.713326;6
9.2067394;47.713543;1
9.2066736;47.713696;4
9.2069159;47.713669;5
9.2064981;47.713573;6
9.2057953;47.713078;5
9.2056198;47.712952;5
9.2057285;47.71323;1
9.2059708;47.7132;6
9.2055531;47.713104;1
9.2048512;47.712608;3
9.2050934;47.712578;3
9.2046757;47.712486;4
9.204917;47.712456;2
9.2050266;47.712734;3
9.2054443;47.71283;4
9.2052689;47.712704;3
9.204566;47.712208;1
9.2043905;47.712082;1
9.2045002;47.71236;4
9.2047415;47.71233;2
9.2043238;47.712238;5
9.2076178;47.714165;6
9.2074423;47.714039;6
9.2079687;47.714413;5
9.2082109;47.714382;1
9.2077932;47.714287;6
9.2081451;47.714535;3
9.2072668;47.713917;6
9.2070913;47.713791;6
9.2053776;47.712982;1
9.2052021;47.712856;3
9.2036219;47.711739;8
9.2034464;47.711617;6
9.2037973;47.711864;6
9.204215;47.71196;1
9.2032709;47.711491;8
9.2030945;47.711369;6
9.2023926;47.710869;9
9.2022171;47.710747;7
9.2025681;47.710995;8
9.2021074;47.710468;9
9.201932;47.710342;7
9.2022829;47.710594;7
9.2111464;47.710232;3
9.2109709;47.710106;4
9.2113218;47.710354;5
9.2104435;47.709736;4
9.210268;47.70961;4
9.2099171;47.709362;4
9.2097416;47.709236;4
9.2100925;47.709484;5
9.2108021;47.715813;4
9.2110443;47.715782;2
9.2106266;47.715691;6
9.2109785;47.715939;3
9.2098579;47.715347;4
9.2101002;47.715317;4
9.2096825;47.715221;6
9.2099247;47.715191;1
9.2100334;47.715469;1
9.2104511;47.715565;6
9.2102757;47.715439;6
9.2089138;47.714878;6
9.2091551;47.714851;2
9.2087383;47.714756;6
9.2090893;47.715004;1
9.209507;47.715099;6
9.2093315;47.714973;6
9.2085619;47.71463;5
9.2083864;47.714508;7
9.2041483;47.712112;6
9.2039728;47.711987;7
9.202919;47.711243;8
9.2027435;47.711121;7
9.206481;47.729027;4
9.2067232;47.728996;5
9.2043457;47.729725;1
9.2040377;47.729912;5
9.2042789;47.729881;5
9.2047634;47.72982;1
9.2045879;47.729698;4
9.2048302;47.729668;6
9.2045212;47.729851;4
9.2037287;47.730095;6
9.2039709;47.730064;2
9.2037954;47.729939;2
9.2034864;47.730125;6
9.2056217;47.729424;4
9.205864;47.729393;2
9.2056885;47.729271;3
9.2061729;47.72921;5
9.2064142;47.729179;3
9.2062387;47.729057;2
9.2059307;47.72924;6
9.2051382;47.729485;4
9.2053804;47.729454;5
9.2050714;47.729637;4
9.2053137;47.729607;1
9.204896;47.729511;1
9.1973228;47.732193;1
9.1992159;47.731522;1
9.1994581;47.731495;4
9.1991501;47.731678;6
9.1993923;47.731647;4
9.1981153;47.731949;3
9.1983576;47.731918;5
9.1988411;47.731861;3
9.1986656;47.731735;2
9.1989079;47.731705;5
9.1985998;47.731892;5
9.2016602;47.73064;1
9.2019024;47.73061;4
9.2015934;47.730793;6
9.2018356;47.730762;3
9.2021437;47.730579;6
9.2023859;47.730549;4
9.2020779;47.730736;1
9.2012854;47.730976;4
9.2013512;47.730824;5
9.2010431;47.731007;5
9.2031784;47.730309;3
9.2030029;47.730183;1
9.2032452;47.730152;4
9.2026949;47.730366;6
9.2029362;47.730335;5
9.2026281;47.730522;2
9.2024527;47.730396;3
9.2002506;47.731251;6
9.2004929;47.73122;6
9.2001839;47.731403;1
9.2000084;47.731281;2
9.2007351;47.73119;2
9.2005587;47.731068;1
9.2008009;47.731037;6
9.1997004;47.731464;6
9.1999426;47.731434;5
9.2123365;47.727142;1
9.2120275;47.727325;6
9.2122698;47.727295;6
9.2144051;47.726593;1
9.214097;47.72678;6
